"","anime_name","user_id","overall_rating","review_date"
"251","Fate/stay night","Raynixer","
        Overall Rating:
        4
      ","Sep 11, 2021"
"252","Hanyou no Yashahime: Sengoku Otogizoushi","blushinggeek","
        Overall Rating:
        8
      ","Sep 11, 2021"
"253","Fullmetal Alchemist: Brotherhood","0_PotatoSenpai_0","
        Overall Rating:
        10
      ","Sep 10, 2021"
"254","Elfen Lied","SooBasicc","
        Overall Rating:
        8
      ","Sep 10, 2021"
"255","Yuru Camp<U+25B3> Season 2","Remster20","
        Overall Rating:
        10
      ","Sep 10, 2021"
"256","Sword Art Online","qwe304","
        Overall Rating:
        7
      ","Sep 10, 2021"
"257","Shironeko Project: Zero Chronicle","JomboJuice","
        Overall Rating:
        1
      ","Sep 10, 2021"
"258","Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X","Aaxum_MEOnL","
        Overall Rating:
        7
      ","Sep 10, 2021"
"259","Wave!!: Surfing Yappe!!","Yen_09","
        Overall Rating:
        9
      ","Sep 10, 2021"
"260","Katekyo Hitman Reborn!","newlli","
        Overall Rating:
        8
      ","Sep 10, 2021"
"261","Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume","Sweet0Potato","
        Overall Rating:
        6
      ","Sep 10, 2021"
"262","Hataraku Saibou (TV)","AngelChrome","
        Overall Rating:
        6
      ","Sep 10, 2021"
"263","No Game No Life: Zero - Manner Movie","Sweet0Potato","
        Overall Rating:
        7
      ","Sep 10, 2021"
"264","Sayonara no Asa ni Yakusoku no Hana wo Kazarou","FlipFlops","
        Overall Rating:
        10
      ","Sep 10, 2021"
"265","Gintama°","Jagz_7","
        Overall Rating:
        10
      ","Sep 10, 2021"
"266","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Vandervekken","
        Overall Rating:
        8
      ","Sep 10, 2021"
"267","Assassins Pride","Sweet0Potato","
        Overall Rating:
        1
      ","Sep 10, 2021"
"268","Sora no Otoshimono Final: Eternal My Master","Sargossa","
        Overall Rating:
        6
      ","Sep 10, 2021"
"269","Blue Reflection Ray","Bright_Star645","
        Overall Rating:
        10
      ","Sep 10, 2021"
"270","Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Superenter","
        Overall Rating:
        9
      ","Sep 10, 2021"
"271","Sentouin, Hakenshimasu!","Minaj2014","
        Overall Rating:
        9
      ","Sep 10, 2021"
"272","Hanebado!","LingeringAme","
        Overall Rating:
        5
      ","Sep 10, 2021"
"273","Dragon Ball Super: Broly","ashina_heir","
        Overall Rating:
        10
      ","Sep 10, 2021"
"274","Black Magic M-66","Intrepid_Otaku","
        Overall Rating:
        8
      ","Sep 10, 2021"
"275","Mushoku Tensei: Isekai Ittara Honki Dasu","f4ntyy","
        Overall Rating:
        10
      ","Sep 10, 2021"
"276","Nurarihyon no Mago: Sennen Makyou","yo52i","
        Overall Rating:
        10
      ","Sep 10, 2021"
"277","Nurarihyon no Mago","yo52i","
        Overall Rating:
        9
      ","Sep 10, 2021"
"278","Kimetsu no Yaiba Movie: Mugen Ressha-hen","Farkus","
        Overall Rating:
        7
      ","Sep 10, 2021"
"279","Fune wo Amu","katsucats","
        Overall Rating:
        7
      ","Sep 10, 2021"
"280","Witch Craft Works","Casteol","
        Overall Rating:
        7
      ","Sep 10, 2021"
"281","JoJo no Kimyou na Bouken Part 5: Ougon no Kaze","xXx_animeguy_xXx","
        Overall Rating:
        3
      ","Sep 10, 2021"
"282","Aria the Crepuscolo","CinaGinger","
        Overall Rating:
        7
      ","Sep 10, 2021"
"283","Kiss x Sis","NotNaenaed","
        Overall Rating:
        10
      ","Sep 10, 2021"
"284","Kimetsu no Yaiba","TheDiamondBro","
        Overall Rating:
        9
      ","Sep 10, 2021"
"285","Seiren","Xen0s_9","
        Overall Rating:
        6
      ","Sep 10, 2021"
"286","Kanojo mo Kanojo","RaiderMendez","
        Overall Rating:
        7
      ","Sep 10, 2021"
"287","Psycho-Pass 3","ggultra2764","
        Overall Rating:
        8
      ","Sep 10, 2021"
"288","Pokemon Diamond & Pearl","Alex_Jaro","
        Overall Rating:
        8
      ","Sep 10, 2021"
"289","Kodomo no Kaitei no Koto","MarreTheMan","
        Overall Rating:
        4
      ","Sep 10, 2021"
"290","Kumo Desu ga, Nani ka?","medvsa","
        Overall Rating:
        7
      ","Sep 10, 2021"
"291","Ore dake Haireru Kakushi Dungeon","surcuel","
        Overall Rating:
        6
      ","Sep 10, 2021"
"292","Tensei shitara Slime Datta Ken OVA","aomitois","
        Overall Rating:
        2
      ","Sep 10, 2021"
"293","Neon Genesis Evangelion","_Watermelon_19","
        Overall Rating:
        10
      ","Sep 10, 2021"
"294","Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X","Kidlike101","
        Overall Rating:
        5
      ","Sep 10, 2021"
"295","Vanitas no Karte","Alex_TheBest","
        Overall Rating:
        10
      ","Sep 10, 2021"
"296","Arifureta Shokugyou de Sekai Saikyou","Spoog","
        Overall Rating:
        6
      ","Sep 10, 2021"
"297","Date A Live: Date to Date","LiberNetiz","
        Overall Rating:
        6
      ","Sep 10, 2021"
"298","Ryuu no Haisha","Intrepid_Otaku","
        Overall Rating:
        9
      ","Sep 10, 2021"
"299","Jibaku Shounen Hanako-kun","nitrogynous","
        Overall Rating:
        8
      ","Sep 10, 2021"
"300","Hunter x Hunter (2011)","Cadiskira","
        Overall Rating:
        10
      ","Sep 10, 2021"
"301","Diabolik Lovers","Luna_Witch13","
        Overall Rating:
        6
      ","Sep 10, 2021"
"302","Kimetsu no Yaiba","Reuter10","
        Overall Rating:
        10
      ","Sep 10, 2021"
"303","Sakura-sou no Pet na Kanojo","WeebletOmelet","
        Overall Rating:
        9
      ","Sep 10, 2021"
"304","Death Note","Resting_Bonfire","
        Overall Rating:
        8
      ","Sep 10, 2021"
"305","Kobayashi-san Chi no Maid Dragon S","outsidethemox","
        Overall Rating:
        6
      ","Sep 10, 2021"
"306","Hibike! Euphonium 2","Blackheart01","
        Overall Rating:
        10
      ","Sep 10, 2021"
"307","Peach Boy Riverside","RroyalFlush","
        Overall Rating:
        1
      ","Sep 10, 2021"
"308","Hunter x Hunter (2011)","MauricioRH7","
        Overall Rating:
        10
      ","Sep 10, 2021"
"309","Jujutsu Kaisen (TV)","Weebbe","
        Overall Rating:
        8
      ","Sep 10, 2021"
"310","Tamako Market","Lab_Mem_Num001","
        Overall Rating:
        5
      ","Sep 10, 2021"
"311","Soukyuu no Fafner: Dead Aggressor - Heaven and Earth","theGodde","
        Overall Rating:
        8
      ","Sep 10, 2021"
"312","Umi ga Kikoeru","Ahiru229","
        Overall Rating:
        4
      ","Sep 10, 2021"
"313","Rakuen Tsuihou","Lonindess","
        Overall Rating:
        8
      ","Sep 10, 2021"
"314","Mirai Nikki (TV)","SexMaster88","
        Overall Rating:
        1
      ","Sep 10, 2021"
"315","Mashiro no Oto","i-like-this","
        Overall Rating:
        4
      ","Sep 10, 2021"
"316","Toaru Kagaku no Railgun","Shwabby","
        Overall Rating:
        8
      ","Sep 10, 2021"
"317","Golden Kamuy","lesfiches1600","
        Overall Rating:
        10
      ","Sep 10, 2021"
"318","Kimi no Na wa.","zimpp","
        Overall Rating:
        9
      ","Sep 10, 2021"
"319","Shingeki no Kyojin","grap3soda","
        Overall Rating:
        6
      ","Sep 10, 2021"
"320","Neon Genesis Evangelion","ashina_heir","
        Overall Rating:
        9
      ","Sep 10, 2021"
"321","Bloodivores","AnimeLover2023","
        Overall Rating:
        10
      ","Sep 10, 2021"
"322","Shinsekai yori","triquist","
        Overall Rating:
        6
      ","Sep 10, 2021"
"323","Kakegurui××","amandont","
        Overall Rating:
        7
      ","Sep 9, 2021"
"324","Nomad: Megalo Box 2","Chief_McSpanky","
        Overall Rating:
        9
      ","Sep 9, 2021"
"325","Black Lagoon","FakeAccount1","
        Overall Rating:
        6
      ","Sep 9, 2021"
"326","Kakegurui","amandont","
        Overall Rating:
        7
      ","Sep 9, 2021"
"327","Tokyo Revengers","kaguyabunnysan","
        Overall Rating:
        5
      ","Sep 9, 2021"
"328","Darwin's Game","tburberry","
        Overall Rating:
        10
      ","Sep 9, 2021"
"329","Fullmetal Alchemist: The Conqueror of Shamballa","GOSA_AnimePro","
        Overall Rating:
        10
      ","Sep 9, 2021"
"330","Odd Taxi","chloegc","
        Overall Rating:
        3
      ","Sep 9, 2021"
"331","11eyes","tburberry","
        Overall Rating:
        2
      ","Sep 9, 2021"
"332","Toaru Majutsu no Index II","Lionzero","
        Overall Rating:
        7
      ","Sep 9, 2021"
"333","Bokutachi no Remake","Rakuyou_Rin","
        Overall Rating:
        8
      ","Sep 9, 2021"
"334","Darling in the FranXX","BlueWaze","
        Overall Rating:
        9
      ","Sep 9, 2021"
"335","Ansatsu Kyoushitsu 2nd Season","neewip","
        Overall Rating:
        8
      ","Sep 9, 2021"
"336","Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku","Intrepid_Otaku","
        Overall Rating:
        7
      ","Sep 9, 2021"
"337","Shiroi Suna no Aquatope","PerryTShipman","
        Overall Rating:
        9
      ","Sep 9, 2021"
"338","Ginga Tetsudou 999 (Movie)","Alkemist_123","
        Overall Rating:
        6
      ","Sep 9, 2021"
"339","Sonny Boy","Strikeca","
        Overall Rating:
        9
      ","Sep 9, 2021"
"340","Sora no Otoshimono: Tokeijikake no Angeloid","Sargossa","
        Overall Rating:
        8
      ","Sep 9, 2021"
"341","Katanagatari","dgriffx","
        Overall Rating:
        1
      ","Sep 9, 2021"
"342","Re:Zero kara Hajimeru Isekai Seikatsu","Mekl","
        Overall Rating:
        10
      ","Sep 9, 2021"
"343","ACCA: 13-ku Kansatsu-ka","Wabbajack","
        Overall Rating:
        8
      ","Sep 9, 2021"
"344","Koi to Yobu ni wa Kimochi Warui","GabrielleBC05","
        Overall Rating:
        8
      ","Sep 9, 2021"
"345","Serial Experiments Lain","lBazzo","
        Overall Rating:
        3
      ","Sep 9, 2021"
"346","Tsugumomo","lI_Dire_Il","
        Overall Rating:
        10
      ","Sep 9, 2021"
"347","Kyochuu Rettou Movie","Kimitotaru","
        Overall Rating:
        5
      ","Sep 9, 2021"
"348","Doukyuusei (Movie)","VivavideoUser2x","
        Overall Rating:
        5
      ","Sep 9, 2021"
"349","Kareshi Kanojo no Jijou","Justykanna","
        Overall Rating:
        6
      ","Sep 9, 2021"
"350","Wonder Egg Priority","VivavideoUser2x","
        Overall Rating:
        5
      ","Sep 9, 2021"
"351","Sukitte Ii na yo.","red-artist","
        Overall Rating:
        5
      ","Sep 9, 2021"
"352","Tokyo Revengers","AdityaIronman","
        Overall Rating:
        7
      ","Sep 9, 2021"
"353","Arifureta Shokugyou de Sekai Saikyou","Boydm39","
        Overall Rating:
        10
      ","Sep 9, 2021"
"354","Xian Wang de Richang Shenghuo","wotakui","
        Overall Rating:
        5
      ","Sep 9, 2021"
"355","Knight's & Magic","medvsa","
        Overall Rating:
        4
      ","Sep 9, 2021"
"356","Shoujo Kakumei Utena","momentie","
        Overall Rating:
        6
      ","Sep 9, 2021"
"357","Jujutsu Kaisen (TV)","medvsa","
        Overall Rating:
        9
      ","Sep 9, 2021"
"358","Cider no You ni Kotoba ga Wakiagaru","Barelyink","
        Overall Rating:
        7
      ","Sep 9, 2021"
"359","Hunter x Hunter (2011)","Aerosmith224","
        Overall Rating:
        10
      ","Sep 9, 2021"
"360","Tian Guan Ci Fu","Stuart2003","
        Overall Rating:
        7
      ","Sep 9, 2021"
"361","Aura: Maryuuin Kouga Saigo no Tatakai","Ahiru229","
        Overall Rating:
        5
      ","Sep 9, 2021"
"362","Ore dake Haireru Kakushi Dungeon","i-like-this","
        Overall Rating:
        2
      ","Sep 9, 2021"
"363","One Piece","Chachun","
        Overall Rating:
        7
      ","Sep 9, 2021"
"364","Vanitas no Karte","WatcherBoy","
        Overall Rating:
        7
      ","Sep 9, 2021"
"365","Araburu Kisetsu no Otome-domo yo.","Konekko_rin","
        Overall Rating:
        8
      ","Sep 9, 2021"
"366","100-man no Inochi no Ue ni Ore wa Tatteiru","Konekko_rin","
        Overall Rating:
        6
      ","Sep 9, 2021"
"367","Ao Haru Ride","Konekko_rin","
        Overall Rating:
        9
      ","Sep 9, 2021"
"368","Kobayashi-san Chi no Maid Dragon","i-like-this","
        Overall Rating:
        8
      ","Sep 9, 2021"
"369","Ansatsu Kyoushitsu","Konekko_rin","
        Overall Rating:
        7
      ","Sep 9, 2021"
"370","Another","Konekko_rin","
        Overall Rating:
        9
      ","Sep 9, 2021"
"371","Afro Samurai: Resurrection","Stuart2003","
        Overall Rating:
        3
      ","Sep 9, 2021"
"372","Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.","Konekko_rin","
        Overall Rating:
        8
      ","Sep 9, 2021"
"373","Amnesia","Konekko_rin","
        Overall Rating:
        5
      ","Sep 9, 2021"
"374","Akagami no Shirayuki-hime","Konekko_rin","
        Overall Rating:
        9
      ","Sep 9, 2021"
"375","Ajin","Konekko_rin","
        Overall Rating:
        8
      ","Sep 9, 2021"
"376","Acchi Kocchi (TV)","Konekko_rin","
        Overall Rating:
        9
      ","Sep 9, 2021"
"377","Orange","rangerdog","
        Overall Rating:
        6
      ","Sep 9, 2021"
"378","Soukyuu no Fafner: Dead Aggressor","theGodde","
        Overall Rating:
        7
      ","Sep 9, 2021"
"379","Kono Subarashii Sekai ni Shukufuku wo!","Spyguy007","
        Overall Rating:
        8
      ","Sep 9, 2021"
"380","Higurashi no Naku Koro ni Sotsu","DJAXX","
        Overall Rating:
        9
      ","Sep 9, 2021"
"381","Sekaiichi Hatsukoi","catcatcher0-0","
        Overall Rating:
        10
      ","Sep 9, 2021"
"382","Yahari Ore no Seishun Love Comedy wa Machigatteiru.","FakeReal","
        Overall Rating:
        4
      ","Sep 9, 2021"
"383","Fullmetal Alchemist: Brotherhood","talwuzhere","
        Overall Rating:
        9
      ","Sep 9, 2021"
"384","Fumetsu no Anata e","dikoyanki","
        Overall Rating:
        5
      ","Sep 9, 2021"
"385","Horimiya","AshesOnFire","
        Overall Rating:
        8
      ","Sep 9, 2021"
"386","Itsudatte Bokura no Koi wa 10 cm Datta.","GOSA_AnimePro","
        Overall Rating:
        10
      ","Sep 9, 2021"
"387","Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...","Kidlike101","
        Overall Rating:
        7
      ","Sep 8, 2021"
"388","5-toubun no Hanayome","ValGene","
        Overall Rating:
        6
      ","Sep 8, 2021"
"389","Kuttsukiboshi","ktulu007","
        Overall Rating:
        2
      ","Sep 8, 2021"
"390","Shigatsu wa Kimi no Uso","zanguo","
        Overall Rating:
        10
      ","Sep 8, 2021"
"391","Megami-ryou no Ryoubo-kun.","Kirito378","
        Overall Rating:
        9
      ","Sep 8, 2021"
"392","Highlander: The Search for Vengeance","yasser_sama","
        Overall Rating:
        3
      ","Sep 8, 2021"
"393","Bakemonogatari","Chief_McSpanky","
        Overall Rating:
        10
      ","Sep 8, 2021"
"394","Domestic na Kanojo","Asfon","
        Overall Rating:
        6
      ","Sep 8, 2021"
"395","Nakitai Watashi wa Neko wo Kaburu","DiabloMask","
        Overall Rating:
        7
      ","Sep 8, 2021"
"396","Sewayaki Kitsune no Senko-san","RestartRTD","
        Overall Rating:
        6
      ","Sep 8, 2021"
"397","Kobayashi-san Chi no Maid Dragon S","RestartRTD","
        Overall Rating:
        7
      ","Sep 8, 2021"
"398","Sora no Otoshimono","Sargossa","
        Overall Rating:
        7
      ","Sep 8, 2021"
"399","Kobayashi-san Chi no Maid Dragon","RestartRTD","
        Overall Rating:
        8
      ","Sep 8, 2021"
"400","Madang-eul Naon Amtalg","ProxyLain","
        Overall Rating:
        5
      ","Sep 8, 2021"
"401","Kobayashi-san Chi no Maid Dragon S","duskyboris","
        Overall Rating:
        6
      ","Sep 8, 2021"
"402","Death Note","Mas234","
        Overall Rating:
        10
      ","Sep 8, 2021"
"403","Scarlet Nexus","Neon2002","
        Overall Rating:
        9
      ","Sep 8, 2021"
"404","Idoly Pride","HeroVladimir93","
        Overall Rating:
        8
      ","Sep 8, 2021"
"405","Nanatsu no Taizai: Fundo no Shinpan","EDOSHINRATENSEI","
        Overall Rating:
        4
      ","Sep 8, 2021"
"406","Ryuuou no Oshigoto!","Revshield0","
        Overall Rating:
        3
      ","Sep 8, 2021"
"407","86","Nihiluskun","
        Overall Rating:
        3
      ","Sep 8, 2021"
"408","Haikyuu!!: To the Top 2nd Season","isatommyboy","
        Overall Rating:
        6
      ","Sep 8, 2021"
"409","Fortune Arterial: Akai Yakusoku","Uncle_Georgi","
        Overall Rating:
        10
      ","Sep 8, 2021"
"410","Majo no Tabitabi","Vandervekken","
        Overall Rating:
        8
      ","Sep 8, 2021"
"411","Kimi no Na wa.","HAJIME-NO-ROBIN","
        Overall Rating:
        8
      ","Sep 8, 2021"
"412","Kimi no Na wa.","Risto__32","
        Overall Rating:
        6
      ","Sep 8, 2021"
"413","Bleach","BleachIsPeak","
        Overall Rating:
        10
      ","Sep 8, 2021"
"414","Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi","Vandervekken","
        Overall Rating:
        5
      ","Sep 8, 2021"
"415","Peach Girl","Bouncyspacecat99","
        Overall Rating:
        10
      ","Sep 8, 2021"
"416","Citrus","AllieAtreides","
        Overall Rating:
        1
      ","Sep 8, 2021"
"417","Kimetsu no Yaiba","Vandervekken","
        Overall Rating:
        3
      ","Sep 8, 2021"
"418","Steins;Gate","Morpheus935","
        Overall Rating:
        8
      ","Sep 8, 2021"
"419","Sword Art Online","np_completeness","
        Overall Rating:
        1
      ","Sep 8, 2021"
"420","86","isunny2nd","
        Overall Rating:
        9
      ","Sep 8, 2021"
"421","Koi to Yobu ni wa Kimochi Warui","jack4557","
        Overall Rating:
        9
      ","Sep 8, 2021"
"422","Arifureta Shokugyou de Sekai Saikyou","Furgrissa","
        Overall Rating:
        3
      ","Sep 8, 2021"
"423","Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.","medvsa","
        Overall Rating:
        8
      ","Sep 8, 2021"
"424","Itazura na Kiss","XxSkinnyLegendz","
        Overall Rating:
        4
      ","Sep 8, 2021"
"425","Tensei shitara Slime Datta Ken 2nd Season Part 2","grazr","
        Overall Rating:
        5
      ","Sep 8, 2021"
"426","Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","NTruths","
        Overall Rating:
        4
      ","Sep 8, 2021"
"427","Mahoutsukai Precure!","CataOrShane","
        Overall Rating:
        4
      ","Sep 8, 2021"
"428","Josee to Tora to Sakana-tachi","EuphoricElegy","
        Overall Rating:
        10
      ","Sep 8, 2021"
"429","Rec","Orochi_Kyocr","
        Overall Rating:
        9
      ","Sep 8, 2021"
"430","Amagami SS+ Plus","bobdagreat","
        Overall Rating:
        9
      ","Sep 8, 2021"
"431","Roujin Z","Ahiru229","
        Overall Rating:
        4
      ","Sep 8, 2021"
"432","Evangelion: 3.0+1.0 Thrice Upon a Time","02_RK","
        Overall Rating:
        10
      ","Sep 8, 2021"
"433","Perfect Blue","Sukamii","
        Overall Rating:
        10
      ","Sep 8, 2021"
"434","Arakawa Under the Bridge x Bridge","Orochi_Kyocr","
        Overall Rating:
        6
      ","Sep 8, 2021"
"435","Promare","WillNeot","
        Overall Rating:
        8
      ","Sep 8, 2021"
"436","Darling in the FranXX","medvsa","
        Overall Rating:
        9
      ","Sep 8, 2021"
"437","Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season","SpectreHub","
        Overall Rating:
        10
      ","Sep 8, 2021"
"438","Gintama","Ismael26","
        Overall Rating:
        9
      ","Sep 8, 2021"
"439","Digital Devil Story: Megami Tensei","Musglov","
        Overall Rating:
        6
      ","Sep 8, 2021"
"440","Black Clover","MauricioRH7","
        Overall Rating:
        8
      ","Sep 8, 2021"
"441","Shinigami Bocchan to Kuro Maid","Citrom509","
        Overall Rating:
        9
      ","Sep 8, 2021"
"442","Mahouka Koukou no Yuutousei","pygmalion","
        Overall Rating:
        8
      ","Sep 8, 2021"
"443","Tate no Yuusha no Nariagari","kflm2014","
        Overall Rating:
        9
      ","Sep 8, 2021"
"444","Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore","zurgboy00","
        Overall Rating:
        4
      ","Sep 8, 2021"
"445","IDOLiSH7","v4riantt","
        Overall Rating:
        10
      ","Sep 8, 2021"
"446","Diabolik Lovers","SammyGlare","
        Overall Rating:
        1
      ","Sep 8, 2021"
"447","Boku no Hero Academia 5th Season","lacrymariaolor","
        Overall Rating:
        3
      ","Sep 8, 2021"
"448","Pokemon Advanced Generation","Alex_Jaro","
        Overall Rating:
        8
      ","Sep 8, 2021"
"449","Evangelion: 3.0+1.0 Thrice Upon a Time","Angyat","
        Overall Rating:
        9
      ","Sep 8, 2021"
"450","Spriggan","PsychopompSensei","
        Overall Rating:
        7
      ","Sep 8, 2021"
"451","Hanebado!","i-like-this","
        Overall Rating:
        8
      ","Sep 8, 2021"
"452","Fate/Zero 2nd Season","Natashaaaaa","
        Overall Rating:
        7
      ","Sep 8, 2021"
"453","Zombieland Saga: Revenge","lesfiches1600","
        Overall Rating:
        2
      ","Sep 8, 2021"
"454","Mairimashita! Iruma-kun 2nd Season","lesfiches1600","
        Overall Rating:
        10
      ","Sep 8, 2021"
"455","Boruto: Naruto Next Generations","TheDestructorI","
        Overall Rating:
        8
      ","Sep 8, 2021"
"456","Hige wo Soru. Soshite Joshikousei wo Hirou.","lesfiches1600","
        Overall Rating:
        1
      ","Sep 8, 2021"
"457","Fumetsu no Anata e","lesfiches1600","
        Overall Rating:
        1
      ","Sep 8, 2021"
"458","Osananajimi ga Zettai ni Makenai Love Comedy","i-like-this","
        Overall Rating:
        1
      ","Sep 8, 2021"
"459","Evangelion: 3.0 You Can (Not) Redo","02_RK","
        Overall Rating:
        7
      ","Sep 8, 2021"
"460","Kageki Shoujo!!","lesfiches1600","
        Overall Rating:
        8
      ","Sep 8, 2021"
"461","Tokyo Revengers","eriasuxx","
        Overall Rating:
        6
      ","Sep 8, 2021"
"462","100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season","lesfiches1600","
        Overall Rating:
        7
      ","Sep 8, 2021"
"463","Devilman: Crybaby","ragrivgo","
        Overall Rating:
        2
      ","Sep 8, 2021"
"464","Man Tou Riji","Wolfgang_B","
        Overall Rating:
        8
      ","Sep 8, 2021"
"465","Zombieland Saga: Revenge","4rgy4","
        Overall Rating:
        10
      ","Sep 8, 2021"
"466","Kanojo mo Kanojo","lesfiches1600","
        Overall Rating:
        10
      ","Sep 8, 2021"
"467","Saki Zenkoku-hen","TSTO","
        Overall Rating:
        7
      ","Sep 8, 2021"
"468","Tantei wa Mou, Shindeiru.","lesfiches1600","
        Overall Rating:
        1
      ","Sep 8, 2021"
"469","Zombieland Saga","4rgy4","
        Overall Rating:
        10
      ","Sep 8, 2021"
"470","Kobayashi-san Chi no Maid Dragon S","lesfiches1600","
        Overall Rating:
        3
      ","Sep 8, 2021"
"471","Gintama.","lesfiches1600","
        Overall Rating:
        5
      ","Sep 8, 2021"
"472","Bakemonogatari","sweatyhummus","
        Overall Rating:
        5
      ","Sep 8, 2021"
"473","Tensura Nikki: Tensei shitara Slime Datta Ken","lesfiches1600","
        Overall Rating:
        10
      ","Sep 8, 2021"
"474","Omoi, Omoware, Furi, Furare","Antaraitis","
        Overall Rating:
        8
      ","Sep 8, 2021"
"475","Re-Main","lesfiches1600","
        Overall Rating:
        8
      ","Sep 8, 2021"
"476","Mob Psycho 100 II","sweatyhummus","
        Overall Rating:
        10
      ","Sep 8, 2021"
"477","Hige wo Soru. Soshite Joshikousei wo Hirou.","Moonseeker01","
        Overall Rating:
        9
      ","Sep 8, 2021"
"478","Night Head 2041","Nora_hikari","
        Overall Rating:
        9
      ","Sep 8, 2021"
"479","Hametsu no Mars","bajo_bames","
        Overall Rating:
        10
      ","Sep 8, 2021"
"480","Tokyo Revengers","Moonseeker01","
        Overall Rating:
        10
      ","Sep 8, 2021"
"481","Tokyo Revengers","amygo","
        Overall Rating:
        9
      ","Sep 8, 2021"
"482","Overlord III","God811","
        Overall Rating:
        8
      ","Sep 7, 2021"
"483","Genjitsu Shugi Yuusha no Oukoku Saikenki","God811","
        Overall Rating:
        10
      ","Sep 7, 2021"
"484","Chain Chronicle: Haecceitas no Hikari","medvsa","
        Overall Rating:
        5
      ","Sep 7, 2021"
"485","Fumetsu no Anata e","Luxavia","
        Overall Rating:
        10
      ","Sep 7, 2021"
"486","Another","medvsa","
        Overall Rating:
        6
      ","Sep 7, 2021"
"487","Boku dake ga Inai Machi","uhboof","
        Overall Rating:
        5
      ","Sep 7, 2021"
"488","Gyakkyou Burai Kaiji: Hakairoku-hen","Cyranical","
        Overall Rating:
        6
      ","Sep 7, 2021"
"489","Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?","deigos","
        Overall Rating:
        10
      ","Sep 7, 2021"
"490","Horimiya","uhboof","
        Overall Rating:
        7
      ","Sep 7, 2021"
"491","Working!!","TheRunawaySavior","
        Overall Rating:
        5
      ","Sep 7, 2021"
"492","Ijiranaide, Nagatoro-san","Pixeldrum","
        Overall Rating:
        7
      ","Sep 7, 2021"
"493","Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation","Jakerss","
        Overall Rating:
        6
      ","Sep 7, 2021"
"494","Death Note","DancinMuffin","
        Overall Rating:
        8
      ","Sep 7, 2021"
"495","School Days","Lionzero","
        Overall Rating:
        5
      ","Sep 7, 2021"
"496","Boku no Hero Academia","pogety","
        Overall Rating:
        5
      ","Sep 7, 2021"
